t,n_ptdf_rows_raw,n_unique_cnec_idx,n_matched_lines,status,reason,mean_abs_fbme_d1_cgm
659,195,65,65,ok,,1.8133941354847207
660,267,89,89,ok,,2.8194956371484765
661,240,80,80,ok,,15.806218679693762
662,282,94,94,ok,,35.8374444414599
663,267,89,89,ok,,13.713917107715726
664,267,89,89,ok,,24.66323959449296
665,267,89,89,ok,,14.717692444047477
666,255,85,85,ok,,14.305602679502844
667,240,80,80,ok,,11.951676074082036
668,210,70,70,ok,,13.575293892006464
669,264,88,88,ok,,16.776730184730347
670,255,85,85,ok,,19.539932396351844
671,228,76,76,ok,,31.337752202722914
672,258,86,86,ok,,61.629067423573744
673,291,97,97,ok,,73.3641949065768
674,291,97,97,ok,,82.62960142815705
675,291,97,97,ok,,74.02297775221567
676,291,97,97,ok,,62.21010856213792
677,297,99,99,ok,,50.10566435499458
678,294,98,98,ok,,30.641837322941093
679,309,103,103,ok,,13.63714655915766
680,306,102,102,ok,,23.744202332746355
681,309,103,103,ok,,71.745256817611
682,318,106,106,ok,,49.3345931341732
683,285,95,95,ok,,58.25415151325994
684,285,95,95,ok,,57.11469154826751
685,291,97,97,ok,,55.94425036490302
686,291,97,97,ok,,50.61178355320552
687,288,96,96,ok,,3.0097890495564905
688,267,89,89,ok,,6.7335833013066e-13
689,195,65,65,ok,,8.367836270529058e-13
690,189,63,63,ok,,7.475769805360244e-12
691,189,63,63,ok,,2.6374116511570096e-13
692,189,63,63,ok,,5.845404992052703e-13
693,189,63,63,ok,,4.415439615344613e-13
694,189,63,63,ok,,2.3426586041125117e-13
695,189,63,63,ok,,5.549464506244164e-13
696,189,63,63,ok,,7.681957397517103e-12
697,189,63,63,ok,,1.4011725828478507e-11
698,189,63,63,ok,,4.72308594679306e-12
699,189,63,63,ok,,2.521734168085037e-12
700,189,63,63,ok,,1.3444892699176882e-11
701,189,63,63,ok,,23.692397329118325
702,189,63,63,ok,,9.826444030783904
703,180,60,60,ok,,3.0970601100325914
704,192,64,64,ok,,8.81798803394897
705,192,64,64,ok,,2.6230990807906815
706,192,64,64,ok,,4.31308852729172
707,192,64,64,ok,,18.222107939880964
708,192,64,64,ok,,19.432504511650976
709,192,64,64,ok,,6.255438396407416
710,192,64,64,ok,,4.875829084583504
711,192,64,64,ok,,4.839321642816961e-12
712,189,63,63,ok,,0.6909609379501809
713,186,62,62,ok,,0.3092570172880164
714,186,62,62,ok,,9.472364950252006e-13
715,186,62,62,ok,,7.405640485110865e-13
716,186,62,62,ok,,1.4020119525565626
717,192,64,64,ok,,6.455829518973965e-12
718,192,64,64,ok,,2.8254670028297755e-12
719,192,64,64,ok,,1.0747594205968656
720,177,59,59,ok,,9.40007089867403
721,174,58,58,ok,,22.421756285236512
722,171,57,57,ok,,1.6928583449705652
723,174,58,58,ok,,8.140693906323098e-13
724,174,58,58,ok,,0.01630458345048771
725,174,58,58,ok,,0.3348313599943465
726,177,59,59,ok,,2.131364167016897
727,192,64,64,ok,,15.948038726839403
728,192,64,64,ok,,6.693689640197583e-12
729,192,64,64,ok,,17.464974274489013
730,189,63,63,ok,,73.63600078847584
731,201,67,67,ok,,82.32519725032327
732,201,67,67,ok,,103.75604405799453
733,189,63,63,ok,,62.93245027222038
734,192,64,64,ok,,31.35414604078048
735,192,64,64,ok,,17.15085520006558
736,192,64,64,ok,,16.54829475240294
737,192,64,64,ok,,3.525193080138509e-13
738,192,64,64,ok,,1.5767804010591755
739,192,64,64,ok,,4.585941049680416e-12
740,192,64,64,ok,,6.4983025277903065e-12
741,192,64,64,ok,,0.3992564039362542
742,192,64,64,ok,,7.15131783410916
743,180,60,60,ok,,2.172062901179688
744,180,60,60,ok,,2.5390368075038434e-13
745,177,59,59,ok,,1.2180391165315358e-12
746,171,57,57,ok,,5.987836552358835e-13
747,174,58,58,ok,,2.5430913990077213e-13
748,174,58,58,ok,,3.1454265367137936e-13
749,174,58,58,ok,,4.1104633929128835e-13
750,171,57,57,ok,,1.5599412190040713e-12
751,174,58,58,ok,,5.029980712131708e-13
752,192,64,64,ok,,5.555299548882159e-13
753,192,64,64,ok,,0.768806698412966
754,174,58,58,ok,,3.4423708614179573
755,180,60,60,ok,,3.23656808292778e-13
756,177,59,59,ok,,4.432601871691908e-13
757,177,59,59,ok,,1.1391810906860108e-12
758,174,58,58,ok,,4.222932897605447e-13
759,171,57,57,ok,,2.8942673623481756
760,171,57,57,ok,,8.356762125394189
761,177,59,59,ok,,14.349975012416808
762,180,60,60,ok,,22.828491896421472
763,192,64,64,ok,,45.174281261717375
764,192,64,64,ok,,45.29524418311502
765,174,58,58,ok,,27.51679097342099
766,168,56,56,ok,,32.99542221689143
767,171,57,57,ok,,36.76408542823007
768,177,59,59,ok,,26.546240585752077
769,180,60,60,ok,,39.44948078199418
770,186,62,62,ok,,28.88883031712779
771,189,63,63,ok,,14.630931989222352
772,189,63,63,ok,,2.590048744428091
773,189,63,63,ok,,11.210256647210949
774,186,62,62,ok,,40.93281791747108
775,174,58,58,ok,,32.30349693706579
776,192,64,64,ok,,49.58372741290876
777,195,65,65,ok,,73.29776696935237
778,201,67,67,ok,,102.69692255026635
779,201,67,67,ok,,63.347605897379296
780,201,67,67,ok,,49.25716504531429
781,201,67,67,ok,,45.35559052891451
782,201,67,67,ok,,46.26287151810036
783,201,67,67,ok,,63.40250734393696
784,192,64,64,ok,,55.78477590876366
785,192,64,64,ok,,50.985117481452086
786,192,64,64,ok,,25.919064077457982
787,192,64,64,ok,,9.957606998620207
788,192,64,64,ok,,6.650342996609059
789,192,64,64,ok,,5.047324189349135
790,192,64,64,ok,,4.8881568189778735
791,192,64,64,ok,,4.301721690521157
792,192,64,64,ok,,26.888309608337266
793,177,59,59,ok,,13.444072306620162
794,177,59,59,ok,,17.62933104572193
795,180,60,60,ok,,14.459012690124897
796,180,60,60,ok,,12.465469735014425
797,180,60,60,ok,,10.405861695535231
798,180,60,60,ok,,4.735031303688753
799,192,64,64,ok,,1.7770775441144036
800,186,62,62,ok,,0.915854544527755
801,192,64,64,ok,,1.532046899096621
802,192,64,64,ok,,10.765293139959443
803,186,62,62,ok,,64.30993665503685
804,192,64,64,ok,,75.9255931434446
805,192,64,64,ok,,74.27887272338754
806,189,63,63,ok,,72.16411735984566
807,189,63,63,ok,,59.16578177449879
808,192,64,64,ok,,6.666848874296221
809,192,64,64,ok,,7.186466129322341e-12
810,186,62,62,ok,,0.4560552281333807
811,186,62,62,ok,,8.563927076881733e-13
812,186,62,62,ok,,1.2190826335389457e-12
813,192,64,64,ok,,6.211631802546174e-12
814,192,64,64,ok,,1.1781845914910353e-11
815,192,64,64,ok,,3.4249832664966446e-13
816,192,64,64,ok,,1.1574167246603744e-11
817,192,64,64,ok,,2.2407118932339607e-13
818,174,58,58,ok,,3.357404504851771e-13
819,180,60,60,ok,,1.737615570463468e-13
820,180,60,60,ok,,6.997812577200682e-13
821,177,59,59,ok,,1.9389889503764728e-13
822,177,59,59,ok,,5.069930354012457e-13
823,171,57,57,ok,,2.4704734543641185e-12
824,177,59,59,ok,,1.065182246023079e-12
825,174,58,58,ok,,11.992286512553854
826,189,63,63,ok,,67.52334125362252
827,189,63,63,ok,,50.71610112078118
828,189,63,63,ok,,37.27901471623361
829,189,63,63,ok,,59.73709586060669
830,189,63,63,ok,,12.46375491182036
831,177,59,59,ok,,9.194379509261196e-13
832,171,57,57,ok,,0.3426743577121233
833,180,60,60,ok,,6.15273097208242e-13
834,192,64,64,ok,,1.5865686742475464e-13
835,192,64,64,ok,,7.805780251885757e-12
836,192,64,64,ok,,9.59331039572159e-13
837,192,64,64,ok,,2.3707014222310093e-13
838,192,64,64,ok,,2.1397223362560806e-13
839,192,64,64,ok,,6.501493050351235e-13
840,186,62,62,ok,,2.2595885188526073e-13
841,180,60,60,ok,,2.855429332525774e-13
842,177,59,59,ok,,1.1948265437145143e-12
843,171,57,57,ok,,1.5238605596754941e-12
844,174,58,58,ok,,7.233676580058561e-13
845,177,59,59,ok,,7.219484115285134e-13
846,186,62,62,ok,,2.0889991729318472e-13
847,189,63,63,ok,,1.989289933805655e-13
848,189,63,63,ok,,2.8405937219349654e-13
849,189,63,63,ok,,3.775925390924803e-13
850,189,63,63,ok,,3.996306358561652e-13
851,189,63,63,ok,,4.657326173213501e-13
852,189,63,63,ok,,4.9308898146616025e-11
853,189,63,63,ok,,2.6898769041110275e-12
854,189,63,63,ok,,6.0464341652534925e-12
855,189,63,63,ok,,1.472284783285872e-11
856,189,63,63,ok,,1.9890620049775885e-11
857,189,63,63,ok,,3.3303935939379574e-13
858,189,63,63,ok,,9.177645573003177
859,174,58,58,ok,,55.00194093205648
860,174,58,58,ok,,57.261332528338485
861,183,61,61,ok,,46.30891900168152
862,177,59,59,ok,,51.48264518471067
863,177,59,59,ok,,51.4173104063886
864,189,63,63,ok,,15.507724563390875
865,189,63,63,ok,,3.1953041872993733e-13
866,189,63,63,ok,,1.7630638701100834e-13
867,189,63,63,ok,,2.834894215357557e-13
868,189,63,63,ok,,2.652195591472664e-13
869,189,63,63,ok,,4.835201941231113e-13
870,189,63,63,ok,,2.2439098733101297e-13
871,171,57,57,ok,,11.734408512111985
872,177,59,59,ok,,14.550221280478963
873,174,58,58,ok,,27.595233519980678
874,186,62,62,ok,,36.13837557797209
875,186,62,62,ok,,100.33430248385694
876,183,61,61,ok,,96.64893173874131
877,189,63,63,ok,,8.526683871338742
878,189,63,63,ok,,22.56934673769216
879,183,61,61,ok,,72.8211842006039
880,180,60,60,ok,,77.3717134066264
881,177,59,59,ok,,14.382310242020443
882,192,64,64,ok,,27.499246315998697
883,192,64,64,ok,,3.916424996934653
884,192,64,64,ok,,3.659001060520042
885,192,64,64,ok,,0.39401275760402854
886,192,64,64,ok,,1.319966732370604
887,192,64,64,ok,,5.769734295788484
888,180,60,60,ok,,6.344159743093581e-13
889,180,60,60,ok,,3.307447189550581e-13
890,177,59,59,ok,,1.24725525535963e-12
891,171,57,57,ok,,0.270336777549911
892,171,57,57,ok,,2.8808006670421635
893,171,57,57,ok,,6.3223384320801275
894,177,59,59,ok,,9.619849228389219
895,177,59,59,ok,,16.893649946639055
896,192,64,64,ok,,17.799138433719236
897,189,63,63,ok,,57.49829457236333
898,201,67,67,ok,,58.15427694976652
899,201,67,67,ok,,62.38870256309011
900,198,66,66,ok,,59.4771790476563
901,198,66,66,ok,,41.16449955176616
902,204,68,68,ok,,40.320456722554155
903,198,66,66,ok,,31.105638896651566
904,192,64,64,ok,,99.2076963693966
905,189,63,63,ok,,115.7069899318678
906,192,64,64,ok,,111.43446306526513
907,186,62,62,ok,,107.46268243059248
908,189,63,63,ok,,93.3850311754123
909,189,63,63,ok,,110.48050566346066
910,192,64,64,ok,,93.08320387818533
911,201,67,67,ok,,40.64197819859253
912,189,63,63,ok,,12.048613906011694
913,204,68,68,ok,,16.422561070004246
914,207,69,69,ok,,28.930683833933493
915,234,78,78,ok,,21.867731836904188
916,237,79,79,ok,,30.093730590775788
917,246,82,82,ok,,23.459387280882595
918,252,84,84,ok,,9.308955578455485
919,195,65,65,ok,,15.780731127584485
920,183,61,61,ok,,11.233293957570192
921,192,64,64,ok,,22.496535183568664
922,189,63,63,ok,,34.60215243127452
923,192,64,64,ok,,13.163909625642754
924,189,63,63,ok,,1.490654791439928e-10
925,192,64,64,ok,,0.02188214100783667
926,189,63,63,ok,,18.804234623069842
927,189,63,63,ok,,19.893646113523722
928,201,67,67,ok,,33.848056663842094
929,192,64,64,ok,,50.894688290132905
930,192,64,64,ok,,58.85339139589672
931,192,64,64,ok,,40.20251399064861
932,192,64,64,ok,,45.93765042246977
933,192,64,64,ok,,60.83729086527991
934,192,64,64,ok,,65.28734496573485
935,186,62,62,ok,,80.9706595801916
936,189,63,63,ok,,135.8139996898921
937,180,60,60,ok,,69.60788614817919
938,189,63,63,ok,,19.65025145701763
939,189,63,63,ok,,6.067670074424384
940,189,63,63,ok,,3.87778933171294
941,189,63,63,ok,,3.9346616963130345
942,183,61,61,ok,,13.48052632484284
943,198,66,66,ok,,90.86303032752835
944,195,65,65,ok,,45.572257700507535
945,198,66,66,ok,,43.17356057120995
946,201,67,67,ok,,42.33849645049626
947,198,66,66,ok,,46.429953894788525
948,198,66,66,ok,,55.925120995457966
949,195,65,65,ok,,70.49591086886085
950,192,64,64,ok,,49.993599904626635
951,192,64,64,ok,,52.087625915147875
952,192,64,64,ok,,60.8893333915445
953,186,62,62,ok,,40.350952489166666
954,192,64,64,ok,,42.32466672981329
955,192,64,64,ok,,42.15654487018102
956,192,64,64,ok,,39.2008216551417
957,192,64,64,ok,,36.737680440839846
958,192,64,64,ok,,33.29116597772588
959,192,64,64,ok,,25.950066158879167
960,192,64,64,ok,,52.1937712576958
961,186,62,62,ok,,36.864602583973955
962,168,56,56,ok,,35.20026202588785
963,171,57,57,ok,,36.699832885485996
964,177,59,59,ok,,36.69495569865292
965,177,59,59,ok,,35.72940098052957
966,177,59,59,ok,,38.1063756655055
967,192,64,64,ok,,37.13367332012537
968,192,64,64,ok,,10.148115796372522
969,192,64,64,ok,,3.9774656731747777
970,192,64,64,ok,,10.832550995553802
971,192,64,64,ok,,16.644293951163426
972,192,64,64,ok,,27.262677974517466
973,192,64,64,ok,,24.537160325997185
974,192,64,64,ok,,21.95473981254572
975,192,64,64,ok,,19.363053763343743
976,192,64,64,ok,,10.809096323696672
977,192,64,64,ok,,1.331666575909534
978,192,64,64,ok,,6.036754465757576e-12
979,186,62,62,ok,,1.1241065741829588e-12
980,186,62,62,ok,,3.500601191120162e-13
981,192,64,64,ok,,5.883138168215442e-12
982,189,63,63,ok,,3.898565814208651e-13
983,189,63,63,ok,,8.817134984500184e-13
984,192,64,64,ok,,6.529842559827616e-13
985,192,64,64,ok,,2.3290668042359004e-13
986,177,59,59,ok,,1.4923762665973118e-13
987,180,60,60,ok,,4.763929929716032e-13
988,180,60,60,ok,,1.016843326594714e-12
989,180,60,60,ok,,3.632526405204927e-13
990,180,60,60,ok,,1.576293290906058e-13
991,180,60,60,ok,,2.2260388052039492e-13
992,180,60,60,ok,,1.250794672144812e-12
993,174,58,58,ok,,2.5632788642957126e-13
994,180,60,60,ok,,5.855164969182966e-13
995,177,59,59,ok,,3.025697170514097e-13
996,174,58,58,ok,,26.221053278266595
997,171,57,57,ok,,43.005195884155704
998,186,62,62,ok,,82.50483863092495
999,183,61,61,ok,,87.40669491232099
1000,177,59,59,ok,,56.35839561883852
1001,186,62,62,ok,,4.947108057134655e-13
1002,192,64,64,ok,,1.1805371219325803e-12
1003,189,63,63,ok,,4.3637563243361085e-13
1004,192,64,64,ok,,4.255517301862859e-12
1005,192,64,64,ok,,6.203524808798731e-13
1006,192,64,64,ok,,1.0698718275243377e-12
1007,192,64,64,ok,,1.466708117923444e-13
1008,192,64,64,ok,,5.216518609797169e-13
1009,174,58,58,ok,,2.0188348811136737e-13
1010,180,60,60,ok,,2.9452407132462623e-13
1011,180,60,60,ok,,3.822052300931087e-13
1012,180,60,60,ok,,7.03337256059274e-13
1013,177,59,59,ok,,9.832569237736476e-13
1014,177,59,59,ok,,6.01270752590657e-13
1015,174,58,58,ok,,4.739922794522136e-13
1016,174,58,58,ok,,7.650848349172843e-13
1017,186,62,62,ok,,9.751539255721504
1018,189,63,63,ok,,20.493324657793604
1019,189,63,63,ok,,53.08096995177839
1020,189,63,63,ok,,40.47312545464227
1021,201,67,67,ok,,50.39292203019954
1022,183,61,61,ok,,40.78779810750624
1023,189,63,63,ok,,37.035525403454805
1024,186,62,62,ok,,104.49773588796086
1025,174,58,58,ok,,7.035300489684643e-13
1026,192,64,64,ok,,4.70149298208893e-13
1027,192,64,64,ok,,9.197879007769552e-12
1028,192,64,64,ok,,0.575108730141813
1029,192,64,64,ok,,2.882371786280214e-13
1030,192,64,64,ok,,3.307382767148307e-13
1031,192,64,64,ok,,7.529903247553665e-13
1032,189,63,63,ok,,1.691928231706024e-13
1033,180,60,60,ok,,6.355570412216696e-13
1034,180,60,60,ok,,6.235394208586145e-13
1035,180,60,60,ok,,2.327610489177722e-13
1036,177,59,59,ok,,2.6984272568682925e-13
1037,177,59,59,ok,,2.8103946877881534e-13
1038,180,60,60,ok,,2.512877756673039e-13
1039,192,64,64,ok,,5.198720297180968e-13
1040,192,64,64,ok,,1.013163764716574e-11
1041,189,63,63,ok,,58.74893400203559
1042,201,67,67,ok,,87.47979703249273
1043,201,67,67,ok,,69.5401446095313
1044,201,67,67,ok,,67.83348491519648
1045,201,67,67,ok,,78.18692243114184
1046,201,67,67,ok,,68.04121255005037
1047,201,67,67,ok,,70.80097684336891
1048,186,62,62,ok,,68.92561752188132
1049,186,62,62,ok,,42.994239728434806
1050,192,64,64,ok,,48.95629875602616
1051,192,64,64,ok,,29.0924497008497
1052,192,64,64,ok,,42.91629173340458
1053,192,64,64,ok,,41.996080624145165
1054,192,64,64,ok,,46.8460678342438
1055,180,60,60,ok,,20.981829046597984
1056,177,59,59,ok,,10.525486659578085
1057,174,58,58,ok,,9.115996783832554
1058,174,58,58,ok,,6.664699453151485
1059,174,58,58,ok,,5.089079545210552
1060,171,57,57,ok,,2.9624640719864996
1061,171,57,57,ok,,1.924398533699829
1062,177,59,59,ok,,0.7119198707590626
1063,192,64,64,ok,,12.423780468353407
1064,192,64,64,ok,,2.539978673253233
1065,192,64,64,ok,,3.5375583185882933
1066,192,64,64,ok,,4.732242767932393
1067,192,64,64,ok,,4.995072863139731
1068,192,64,64,ok,,20.02487053401652
1069,192,64,64,ok,,6.891764469483683
1070,192,64,64,ok,,4.611217889899706
1071,192,64,64,ok,,9.941566658725593
1072,192,64,64,ok,,1.0087902140206337e-11
1073,189,63,63,ok,,1.2012095418472035
1074,189,63,63,ok,,1.5140733368623804
1075,186,62,62,ok,,1.6244587224426374
1076,186,62,62,ok,,2.6051678547827457
1077,192,64,64,ok,,1.2838506425236136
1078,192,64,64,ok,,1.9018265225259774
1079,192,64,64,ok,,21.426430582374547
1080,168,56,56,ok,,29.287706909518104
1081,177,59,59,ok,,17.2607137005922
1082,174,58,58,ok,,24.557990637674518
1083,177,59,59,ok,,29.868257618873777
1084,183,61,61,ok,,35.67621121937804
1085,177,59,59,ok,,39.00684043660136
1086,177,59,59,ok,,41.96253350619629
1087,171,57,57,ok,,39.14737942385528
1088,192,64,64,ok,,38.54875401289148
1089,201,67,67,ok,,99.9693316505472
1090,201,67,67,ok,,80.90863557730265
1091,195,65,65,ok,,100.1484296379306
1092,195,65,65,ok,,92.93064996842794
1093,195,65,65,ok,,82.73399937097558
1094,201,67,67,ok,,80.25698477922488
1095,195,65,65,ok,,98.5335423273786
1096,201,67,67,ok,,69.72106390563935
1097,192,64,64,ok,,50.30257012423533
1098,192,64,64,ok,,59.676830022029286
1099,192,64,64,ok,,34.22026901734332
1100,192,64,64,ok,,32.92987153037762
1101,192,64,64,ok,,34.5217763375733
1102,192,64,64,ok,,37.10197020091898
1103,192,64,64,ok,,51.72010363193361
1104,168,56,56,ok,,36.366305755764856
1105,177,59,59,ok,,19.05843743495813
1106,177,59,59,ok,,19.6751967834321
1107,174,58,58,ok,,28.424992356831883
1108,174,58,58,ok,,27.043360621774756
1109,177,59,59,ok,,22.54798291981059
1110,177,59,59,ok,,29.159281885535606
1111,192,64,64,ok,,51.90128709089713
1112,192,64,64,ok,,29.333563838393502
1113,198,66,66,ok,,97.67846590353987
1114,201,67,67,ok,,77.02020245816125
1115,201,67,67,ok,,70.97367092601529
1116,201,67,67,ok,,73.38343068986399
1117,201,67,67,ok,,81.60176244380467
1118,201,67,67,ok,,75.26216088019056
1119,192,64,64,ok,,67.03541061679127
1120,189,63,63,ok,,61.487874477763555
1121,192,64,64,ok,,26.415291347394596
1122,192,64,64,ok,,12.981725495965378
1123,192,64,64,ok,,9.068665695759172
1124,192,64,64,ok,,7.669669760793113
1125,192,64,64,ok,,16.75614977987463
1126,192,64,64,ok,,22.074687552772485
1127,192,64,64,ok,,14.125052199880358
1128,180,60,60,ok,,4.806220096810528e-13
1129,177,59,59,ok,,1.905038642651898e-12
1130,171,57,57,ok,,2.888327004071606e-13
1131,171,57,57,ok,,8.578730168670848e-13
1132,171,57,57,ok,,3.610742697909584e-13
1133,177,59,59,ok,,4.969835854019277e-13
1134,180,60,60,ok,,3.2573424442686754e-13
1135,186,62,62,ok,,5.030399449324033e-13
1136,192,64,64,ok,,8.442330618178076e-12
1137,192,64,64,ok,,6.7507767695151295e-12
1138,192,64,64,ok,,9.973653462709686e-12
1139,192,64,64,ok,,9.56108263103706e-12
1140,192,64,64,ok,,1.0480952551085472e-11
1141,192,64,64,ok,,1.8611539276445306
1142,192,64,64,ok,,1.9242726791751799
1143,192,64,64,ok,,5.1997827098435065
1144,192,64,64,ok,,0.8769308994568248
1145,192,64,64,ok,,1.2698106858490854
1146,192,64,64,ok,,7.351146695787733e-12
1147,186,62,62,ok,,1.5628488070546548e-12
1148,189,63,63,ok,,6.752210430070294e-13
1149,192,64,64,ok,,0.04728773085262702
1150,192,64,64,ok,,5.102730827036629e-13
1151,192,64,64,ok,,4.038756478394146e-13
1152,180,60,60,ok,,2.2593614565269097e-13
1153,171,57,57,ok,,3.23776954452677e-13
1154,174,58,58,ok,,0.6768950612438736
1155,177,59,59,ok,,7.076877607986596
1156,183,61,61,ok,,11.518809349683048
1157,183,61,61,ok,,14.773571371176034
1158,189,63,63,ok,,9.283409976793575
1159,189,63,63,ok,,1.5483544576487802
1160,183,61,61,ok,,16.82691219757774
1161,189,63,63,ok,,2.262039005080476e-13
1162,189,63,63,ok,,19.384345257338037
1163,189,63,63,ok,,26.49369937384239
1164,189,63,63,ok,,27.30776113616322
1165,189,63,63,ok,,22.737497187737432
1166,189,63,63,ok,,23.765566932744424
1167,189,63,63,ok,,1.1740012062406376e-11
1168,189,63,63,ok,,14.208642015073698
1169,189,63,63,ok,,2.858655625404477
1170,177,59,59,ok,,59.79739917633331
1171,180,60,60,ok,,42.24738950058276
1172,177,59,59,ok,,53.77551531132477
1173,189,63,63,ok,,4.335926595984753e-13
1174,189,63,63,ok,,2.3028274293312707e-12
1175,189,63,63,ok,,4.1180359340360465e-12
1176,189,63,63,ok,,2.8627271257515738e-12
1177,186,62,62,ok,,5.955702849771616e-13
1178,192,64,64,ok,,9.162121392179065e-13
1179,189,63,63,ok,,4.661747912901162e-13
1180,195,65,65,ok,,8.289175443057187e-13
1181,189,63,63,ok,,6.541420935376628e-13
1182,195,65,65,ok,,5.732708538361645e-13
1183,249,83,83,ok,,5.825575364009094e-13
1184,213,71,71,ok,,4.362044424815318e-13
1185,267,89,89,ok,,3.201330838645878e-13
1186,270,90,90,ok,,4.781562844740349e-13
1187,291,97,97,ok,,3.841988886368821e-13
1188,288,96,96,ok,,5.818559072206321e-13
1189,267,89,89,ok,,5.140783525483795e-13
