t,d2_objective,d1_mc_objective,n_total_candidates,n_initial_active,n_final_active,n_binding_final,n_screening_iterations
124,1094190.9978921344,1094190.998133698,17627,65,65,0,1
125,1138736.2046061861,1138736.2048681267,17627,65,65,0,1
126,1246133.1830551042,1246133.1833526995,17627,65,65,0,1
127,1519983.0319033726,1519983.0322033726,17627,65,65,0,1
128,1793147.4887937657,1793147.4890937665,17627,65,65,0,1
129,1894719.6116356072,1894719.6119356072,17627,65,65,0,1
130,1767181.2268096243,1767304.5364642425,17627,65,67,2,2
131,1708579.5842161416,1709017.0218652207,17627,65,69,2,2
132,1732105.3429248533,1732711.2580148787,17627,65,69,2,2
133,1779824.0318726033,1780231.17389258,17627,65,69,2,2
134,1819316.6518022176,1819465.86183518,17627,65,69,2,2
135,1909235.8341785353,1909294.298770039,17627,65,69,2,2
136,2063091.4488782587,2063093.3301519437,17627,65,69,2,2
137,2115045.8783483687,2115112.6912654843,17627,65,71,2,2
138,2316881.5154823726,2316940.2657994465,17627,65,67,2,2
139,2288528.002557184,2288635.5352793145,17627,65,71,2,2
140,2180055.6491396185,2180148.724882236,17627,65,71,2,2
141,2027077.5738159164,2027173.0960463907,17627,65,70,2,2
142,1938050.289834688,1938168.3452824382,17627,65,69,2,2
143,1767630.545147884,1767641.5748206428,17627,65,67,2,2
144,1535905.4133516226,1535905.4135819736,17627,65,65,0,1
145,1344511.4342253427,1344511.434524819,17627,65,65,0,1
146,1257757.9587937342,1257757.959093736,17627,65,65,0,1
147,1192663.0257206138,1192663.0260201213,17627,65,65,0,1
148,1196776.1066129298,1196776.1068983662,17627,65,65,0,1
149,1169230.0500178663,1169230.050283981,17627,65,65,0,1
150,1111117.2124493648,1111117.2126913446,17627,65,65,0,1
151,1088810.2813105346,1088810.281545396,17627,65,65,0,1
152,1148524.1274776496,1148524.1277505655,17627,65,65,0,1
153,1300860.0180208075,1300860.0183118172,17627,65,65,0,1
154,1295247.849957819,1295304.7888555587,17627,65,67,2,2
155,1337551.9265478365,1337664.5817612244,17627,65,67,2,2
156,1362192.2096202685,1362814.95896747,17627,65,68,3,3
157,1377275.8458950578,1377368.9065672483,17627,65,67,2,2
158,1463486.1572580072,1463514.784599007,17627,65,67,2,2
159,1514441.7784788164,1514441.778679136,17627,65,65,0,1
160,1646892.688285765,1646892.6885857647,17627,65,65,0,1
161,1670355.8929079622,1670355.893207962,17627,65,65,0,1
162,1793484.9724718155,1793484.9727718155,17627,65,65,0,1
163,1767840.089354687,1767840.0896546869,17627,65,65,0,1
164,1678408.0106059148,1678408.010818169,17627,65,65,0,1
165,1510401.2209397978,1510401.2212398006,17627,65,65,0,1
166,1382621.8788477199,1382621.87914772,17627,65,65,0,1
167,1306344.052942885,1306344.0532428855,17627,65,65,0,1
168,1141332.1545289117,1141332.1548289116,17627,65,65,0,1
169,963196.671950924,963196.6722509247,17627,65,65,0,1
170,849150.3360247156,849150.3363247155,17627,65,65,0,1
171,781218.4874040313,781218.4877040313,17627,65,65,0,1
172,725977.7587200141,725977.7590023897,17627,65,65,0,1
173,734596.3376210749,734596.337899927,17627,65,65,0,1
174,709990.9981971288,711017.1605354412,17627,65,69,2,2
175,635388.2879054428,651174.6264544337,17627,65,71,4,3
176,635379.1298227736,651506.1242275216,17627,65,71,4,3
177,687316.3157313808,687319.5069740416,17627,65,67,2,2
178,805324.2695635913,805324.2698635913,17627,65,65,0,1
179,923354.8476788965,923354.8479788972,17627,65,65,0,1
180,1031793.2426839578,1031793.2429839583,17627,65,65,0,1
181,1115615.7051211398,1115615.70542114,17627,65,65,0,1
182,1100755.6116177137,1100755.6119177146,17627,65,65,0,1
183,1083988.3135494043,1083988.313849405,17627,65,65,0,1
184,1088361.0963613805,1088361.0966613812,17627,65,65,0,1
185,1173677.8102762508,1173677.8105762508,17627,65,65,0,1
186,1415959.7811690462,1416222.2838310846,17627,65,67,2,2
187,1451316.7781262984,1452003.387046865,17627,65,67,2,2
188,1410146.8728800155,1410735.5301698186,17627,65,67,2,2
189,1281588.2343379431,1281588.234637943,17627,65,65,0,1
190,1211553.6119957129,1211553.612295713,17627,65,65,0,1
191,1167580.064252759,1167580.0645527593,17627,65,65,0,1
192,1003074.5719972053,1007754.745369185,17627,65,69,4,3
193,872470.6797455999,921350.9163859239,17627,65,71,4,3
194,779307.8467048103,886452.2856758985,17627,65,74,4,3
195,733557.2631695024,865737.6712654678,17627,65,77,4,3
196,734327.9631923949,866434.8531481789,17627,65,77,4,3
197,742385.6890265563,853781.5201052928,17627,65,77,4,3
198,848146.9516086548,945733.868671975,17627,65,77,4,3
199,1280821.5252252668,1333634.5511463531,17627,65,72,2,2
200,1532727.2862493584,1571447.4578621965,17627,65,76,2,2
201,1603744.30711825,1624771.9207356705,17627,65,75,4,2
202,1546997.9732873046,1572896.2735213495,17627,65,77,4,2
203,1537361.500564038,1565796.678160386,17627,65,77,4,2
204,1543783.9385466145,1587775.499169725,17627,65,78,2,2
205,1522653.785351348,1594066.843883555,17627,65,79,2,2
206,1530115.0599697093,1594787.2608590699,17627,65,79,2,2
207,1555348.809533882,1612186.966928459,17627,65,78,2,2
208,1615192.6546830186,1648250.9507461812,17627,65,77,2,2
209,1616036.970888463,1645011.382576506,17627,65,77,4,2
210,1705396.6850587474,1722390.9463403556,17627,65,85,4,2
211,1672744.8323912814,1690988.9405497264,17627,65,81,2,2
212,1571436.014742837,1587539.3230390074,17627,65,75,2,2
213,1441808.3512988305,1451383.1770634842,17627,65,72,2,2
214,1316646.182681177,1333727.3555653843,17627,65,69,2,2
215,1134024.4098774355,1164538.7942281708,17627,65,69,2,2
216,902571.4689654794,937917.2398575114,17627,65,72,4,2
217,694808.6976474484,763649.6460269112,17627,65,71,4,3
218,635501.2063298593,741201.7018210117,17627,65,74,4,3
219,619978.670610794,748627.8000396146,17627,65,77,4,3
220,655252.4712864636,772914.0260382862,17627,65,75,4,3
221,764039.583707991,866221.990507635,17627,65,75,4,3
222,923099.1274992174,1012172.354171565,17627,65,75,2,2
223,1345633.5847009197,1445057.8601483852,17627,65,76,2,2
224,1654279.01806385,1685850.1889444417,17627,65,83,4,2
225,1726095.8152054022,1752905.7729786644,17627,65,95,4,2
226,1694849.5686226785,1720721.9110650502,17627,65,91,2,2
227,1672525.3960895923,1700794.4290216505,17627,65,85,2,2
228,1617202.3362550533,1646322.4922372303,17627,65,81,2,2
229,1573604.5818300596,1606468.9814032495,17627,65,78,4,2
230,1621484.1627469691,1659457.1912478302,17627,65,81,4,2
231,1632271.9401240677,1671144.8801003753,17627,65,77,4,2
232,1679892.2810053325,1713402.4345992885,17627,65,81,4,2
233,1712402.0287720214,1736595.9768185397,17627,65,87,4,2
234,1834265.1431814197,1854011.0738196156,17627,65,348,2,2
235,1846353.5571713413,1865693.8693944293,17627,65,106,2,2
236,1763230.3309628875,1950124.1326498187,17627,65,85,2,2
237,1611404.8532051616,1785296.647256474,17627,65,85,2,2
238,1540088.1103261164,1643481.361696171,17627,65,83,2,2
239,1419131.8337384572,1425431.989399157,17627,65,79,2,2
240,1133931.4749605805,1149968.1323724585,17627,65,69,2,2
241,940945.3496193141,966609.6114182841,17627,65,69,2,2
242,856147.4629898064,894661.1814527264,17627,65,71,2,2
243,839158.230854608,879525.1969548374,17627,65,71,2,2
244,855946.7895895981,886960.8242157092,17627,65,71,2,2
245,901351.5635108317,927055.3492357878,17627,65,71,4,2
246,991359.162708291,1021949.4974455652,17627,65,71,4,2
247,1305386.6452088538,1318660.6229362052,17627,65,69,2,2
248,1549446.559316585,1564030.761388321,17627,65,81,2,2
249,1577904.6059942083,1598221.862825314,17627,65,85,4,2
250,1373549.891105597,1407899.6300393227,17627,65,77,4,2
251,1304214.1793659304,1341326.7224436216,17627,65,79,4,2
252,1196819.8935760695,1240084.6279806371,17627,65,79,4,2
253,1161354.3825095855,1204177.2126744073,17627,65,79,3,2
254,1222698.0391411786,1260873.371485837,17627,65,79,4,2
255,1272925.4604943092,1312451.4880430447,17627,65,79,4,2
256,1447517.7641465564,1468635.349923463,17627,65,87,4,2
257,1533505.2335524636,1551659.0258663916,17627,65,346,2,2
258,1624021.0675486275,1650352.943662886,17627,65,348,2,2
259,1597331.3130069107,1620049.396963539,17627,65,348,2,2
260,1509102.3917460695,1528353.3923784713,17627,65,93,2,2
261,1307143.7912414093,1334620.6156335245,17627,65,77,4,2
262,1225489.8938184911,1251985.508583176,17627,65,77,4,2
263,1041951.5325305519,1104047.3964121023,17627,65,73,2,2
264,800887.3881120805,873969.7003617184,17627,65,72,2,2
265,633868.0168225279,715726.5863176116,17627,65,72,2,2
266,596158.973367359,685174.4950637422,17627,65,73,4,3
267,602936.3666588247,681547.1455581613,17627,65,71,4,3
268,634361.1377924597,694165.9330260649,17627,65,73,4,3
269,676387.7829681986,732166.4539223514,17627,65,73,4,3
270,759292.4823320817,820337.1344064707,17627,65,72,2,2
271,1102266.0767949915,1146729.3703667528,17627,65,69,2,2
272,1359640.971326226,1390025.608320001,17627,65,74,2,2
273,1355672.3874234061,1396992.6126475278,17627,65,75,2,2
274,1208069.1138309056,1274507.532471043,17627,65,74,2,2
275,1174821.7890414922,1250024.3505978417,17627,65,74,2,2
276,1138701.5702322458,1217043.209672099,17627,65,74,2,2
277,1131856.726810163,1207048.6455496778,17627,65,74,2,2
278,1210459.7665287366,1281268.9370309596,17627,65,74,2,2
279,1279365.2000041218,1356996.594038602,17627,65,74,2,2
280,1361209.343266747,1449800.2271163347,17627,65,74,2,2
281,1445877.7404614773,1532827.1862305359,17627,65,75,2,2
282,1601145.8901063642,1642935.801875739,17627,65,77,2,2
283,1638322.3740464146,1667276.6782630119,17627,65,77,4,2
284,1569492.9089617187,1623077.2908347007,17627,65,76,2,2
285,1467704.0710785745,1530491.0220249146,17627,65,73,2,2
286,1428403.005125493,1481640.1867277352,17627,65,72,2,2
287,1330900.9474969197,1359551.7760033158,17627,65,69,2,2
288,1133503.1768838589,1156858.9107512059,17627,65,71,4,2
289,958916.2039463542,987890.0695131572,17627,65,71,4,2
290,878256.6792728426,935521.0173748023,17627,65,71,4,3
291,838734.1284227477,931206.4859375384,17627,65,74,4,3
292,863294.2141554183,963996.3161815009,17627,65,74,4,3
293,902845.8587815654,1008316.7134517154,17627,65,74,4,3
294,960129.4242858472,1069339.6420718268,17627,65,75,4,3
295,1313089.6630043408,1390268.1345585142,17627,65,71,2,2
296,1536017.9967217098,1586896.6337539158,17627,65,75,2,2
297,1551350.7583150782,1596981.4539510987,17627,65,77,2,2
298,1435644.6534014095,1490902.0391597962,17627,65,77,3,2
299,1387618.8184787554,1461226.3986844812,17627,65,75,3,2
300,1398948.6999309643,1475908.9930695363,17627,65,77,3,2
301,1421688.1520582533,1491362.2542916355,17627,65,77,2,2
302,1437260.2631826997,1485930.1525828834,17627,65,74,3,2
303,1497465.789733378,1514451.956857582,17627,65,72,4,2
304,1619540.106694075,1626438.4845430553,17627,65,69,2,2
305,1773308.3491169412,1774764.3318999298,17627,65,79,2,2
306,1988652.8140085468,1990924.9739695827,17627,65,78,2,2
307,2015521.0297351526,2028576.1484661843,17627,65,79,2,2
308,1917785.6997910654,1919983.430369711,17627,65,76,2,2
309,1739033.6596793067,1739895.658974761,17627,65,71,2,2
310,1602285.2166376447,1602632.8829745483,17627,65,74,2,2
311,1533205.2888782718,1533409.457177131,17627,65,73,2,2
312,1311241.6324727677,1311241.632772768,17627,65,65,0,1
313,1139189.4711326505,1139189.4714326507,17627,65,65,0,1
314,1079000.827531401,1079000.827831401,17627,65,65,0,1
315,1025911.9571871529,1025911.9574871529,17627,65,65,0,1
316,1008661.0200059714,1008661.020305972,17627,65,65,0,1
317,994607.235051007,994607.2353510074,17627,65,65,0,1
318,953396.5250970868,953396.5253970878,17627,65,65,0,1
319,958727.3135655303,960678.9524435168,17627,65,69,4,3
320,1054455.757555752,1058194.0474556354,17627,65,69,4,3
321,1133650.0043492266,1133650.0046492277,17627,65,65,0,1
322,1212505.0648602187,1212505.0651602186,17627,65,65,0,1
323,1213537.2621710098,1213537.26247101,17627,65,65,0,1
324,1164708.671128366,1164708.6714283668,17627,65,65,0,1
325,1144100.6814514867,1144100.6817514873,17627,65,65,0,1
326,1121779.8408591582,1121779.8411591586,17627,65,65,0,1
327,1262027.199765915,1262027.200065915,17627,65,65,0,1
328,1453469.423145794,1453815.8753613422,17627,65,69,2,2
329,1616304.9318371569,1616422.4138756592,17627,65,67,2,2
330,1785738.2976378351,1786003.274318223,17627,65,69,2,2
331,1807427.207333865,1807677.1337960386,17627,65,71,2,2
332,1696616.6236186982,1696920.0127066625,17627,65,67,2,2
333,1526472.0595678072,1526553.0931500245,17627,65,67,2,2
334,1425819.4566704126,1425873.958163164,17627,65,67,2,2
335,1402877.8170247555,1402920.6122546578,17627,65,67,2,2
336,1194515.3529923912,1194515.353292391,17627,65,65,0,1
337,1036128.3277327135,1036128.3280327136,17627,65,65,0,1
338,934594.5553792011,934594.5556792018,17627,65,65,0,1
339,916162.9922874889,916162.9925874886,17627,65,65,0,1
340,868982.9092235045,869017.1584401645,17627,65,67,2,2
341,857577.9585030691,895352.6280040862,17627,65,72,4,3
342,829698.9169359036,921892.4917404221,17627,65,74,4,3
343,761055.2059199765,876034.055487236,17627,65,77,4,3
344,759932.3859901349,853608.4258132082,17627,65,78,4,3
345,791821.2702523142,873441.6971504394,17627,65,78,4,3
346,834898.8448104064,911260.2637016797,17627,65,76,3,2
347,823391.7889573525,896452.1370095494,17627,65,76,3,2
348,837607.7447662957,912081.4323126017,17627,65,76,3,2
349,838353.8331387752,914055.742876484,17627,65,76,3,2
350,813171.9161866622,887561.3225520966,17627,65,76,3,2
351,883300.623589961,957664.8419875182,17627,65,76,3,2
352,960522.0374346669,1036203.2748600931,17627,65,77,4,3
353,1048382.0963757549,1126679.8043357823,17627,65,77,4,3
354,1255314.3569248463,1358696.3309132878,17627,65,75,2,2
355,1323044.1156058842,1421110.9470974957,17627,65,72,2,2
356,1275298.061185854,1368148.4069103978,17627,65,72,2,2
357,1177280.0345282275,1265760.8843878356,17627,65,72,2,2
358,1155693.6531215901,1226206.0192464653,17627,65,72,2,2
359,1174608.440926557,1212748.303170556,17627,65,69,2,2
360,1037905.2841551979,1063690.0195410694,17627,65,71,2,2
361,964453.9947352741,974235.3503919402,17627,65,71,4,2
362,965199.2187651483,965199.2190620004,17627,65,65,0,1
363,975080.6942189999,975080.6945152485,17627,65,65,0,1
364,1027524.2761871313,1027524.2764871314,17627,65,65,0,1
365,1085271.2815074488,1085271.2818074487,17627,65,65,0,1
366,1224627.5896009568,1224912.835909608,17627,65,67,2,2
367,1690085.2339771125,1691156.821875452,17627,65,73,2,2
368,2025098.7624576183,2026370.567284533,17627,65,79,2,2
369,2097236.9787126924,2097997.2460008874,17627,65,79,2,2
370,1974749.0780964915,1975435.04468531,17627,65,75,2,2
371,1848560.186923842,1849171.8868616158,17627,65,71,2,2
372,1827159.3651190025,1827773.3729737464,17627,65,70,2,2
373,1833966.966246805,1834703.553596265,17627,65,69,2,2
374,1947832.992240835,1948707.2831813085,17627,65,69,2,2
375,2132200.780400144,2132444.53946235,17627,65,72,2,2
376,2365038.180758547,2365038.181058547,17627,65,65,0,1
377,2527740.024531262,2527740.024831267,17627,65,65,0,1
378,2726167.343031981,2726167.343331982,17627,65,65,0,1
379,2744147.386999813,2744147.387299813,17627,65,65,0,1
380,2657613.8537547886,2657613.8540547895,17627,65,65,0,1
381,2491858.262169598,2491858.2624695976,17627,65,65,0,1
382,2407555.3758560955,2407555.3761561005,17627,65,65,0,1
383,2218553.784284277,2218553.784584278,17627,65,65,0,1
384,1961924.0543070207,1961924.054607021,17627,65,65,0,1
385,1846557.2327577022,1846557.233057702,17627,65,65,0,1
386,1749313.3241194303,1749313.3244194305,17627,65,65,0,1
387,1694889.6022679019,1694889.6025679018,17627,65,65,0,1
388,1679756.655483923,1679756.6557839229,17627,65,65,0,1
389,1704533.9741495042,1704533.9744495037,17627,65,65,0,1
390,1817575.172124778,1817575.1724247779,17627,65,65,0,1
391,2219067.820018529,2219067.820318529,17627,65,65,0,1
392,2501211.6039184164,2501211.6042184173,17627,65,65,0,1
393,2492790.505740192,2492790.5060401936,17627,65,65,0,1
394,2142158.189011529,2142665.266542695,17627,65,69,2,2
395,1919957.1392319228,1920867.156106782,17627,65,69,2,2
396,1798691.8877385184,1799659.200018098,17627,65,69,2,2
397,1709390.42836109,1713849.4486034932,17627,65,70,3,3
398,1717721.5633646287,1721362.6724474286,17627,65,70,3,3
399,1828026.8896541633,1828777.9103416295,17627,65,69,2,2
400,2057971.149306073,2058110.4411229219,17627,65,69,2,2
401,2196522.4331636354,2196522.4334636354,17627,65,65,0,1
402,2349932.6389585277,2349932.6392585277,17627,65,65,0,1
403,2350798.718426254,2350798.718726254,17627,65,65,0,1
404,2291155.650720489,2291155.651020489,17627,65,65,0,1
405,2261168.911262205,2261168.911562205,17627,65,65,0,1
406,2161429.1721460912,2161463.3208829095,17627,65,69,2,2
407,2005878.9892218662,2005964.2590485513,17627,65,71,2,2
408,1830876.428191271,1830929.9454685508,17627,65,69,2,2
409,1707013.7658936698,1707013.7661936698,17627,65,65,0,1
410,1636722.8351263488,1636722.8353992777,17627,65,65,0,1
411,1624905.2283942555,1624905.2286512426,17627,65,65,0,1
412,1637806.8801585636,1637806.880426938,17627,65,65,0,1
413,1672476.9940892933,1672476.9943892932,17627,65,65,0,1
414,1775843.2627173827,1775843.2630173825,17627,65,65,0,1
415,2114555.072884056,2114573.8509513508,17627,65,69,2,2
416,2367394.599878286,2367394.600178286,17627,65,65,0,1
417,2323639.369426071,2323639.369726071,17627,65,65,0,1
418,2142044.3095423244,2142205.3262934554,17627,65,69,2,2
419,2034287.424651083,2035072.6783971174,17627,65,69,2,2
420,1944313.3826997285,1950603.7945565784,17627,65,70,3,3
421,1946449.6343622059,1953805.4005863427,17627,65,70,3,3
422,2020519.1353454865,2021146.1267803572,17627,65,69,2,2
423,2116459.4634479526,2116681.2791028633,17627,65,69,2,2
424,2271521.8167644637,2271521.8170644636,17627,65,65,0,1
425,2386149.2136040465,2386149.2139040465,17627,65,65,0,1
426,2527166.71757251,2527166.717872514,17627,65,65,0,1
427,2518695.8368638284,2518695.8371638334,17627,65,65,0,1
428,2391048.3020488867,2391048.302348887,17627,65,65,0,1
429,2224574.229689833,2224574.2299898327,17627,65,65,0,1
430,2139368.679894765,2139368.680194765,17627,65,65,0,1
431,1993667.4383248615,1993667.4386248614,17627,65,65,0,1
432,1823485.6439610084,1823485.6442610072,17627,65,65,0,1
433,1701513.5497764638,1701513.5500764633,17627,65,65,0,1
434,1654312.1421251216,1654312.1424251213,17627,65,65,0,1
435,1637223.8235068065,1637223.823806806,17627,65,65,0,1
436,1687527.4653386942,1687527.465638694,17627,65,65,0,1
437,1728079.6029237318,1728079.603223731,17627,65,65,0,1
438,1877124.0903078592,1877124.0906078592,17627,65,65,0,1
439,2211524.0037152846,2211524.0040152846,17627,65,65,0,1
440,2459525.7623502556,2459525.76265026,17627,65,65,0,1
441,2493332.1627163887,2493332.1630163887,17627,65,65,0,1
442,2345153.39138416,2345153.3916841606,17627,65,65,0,1
443,2390546.3411680595,2390546.341468071,17627,65,65,0,1
444,2427865.9060994685,2427865.9063994787,17627,65,65,0,1
445,2480515.8089194256,2480515.8092194307,17627,65,65,0,1
446,2516428.3926221435,2516428.3929221565,17627,65,65,0,1
447,2504744.653844715,2504744.654144719,17627,65,65,0,1
448,2507325.865735078,2507325.86603508,17627,65,65,0,1
449,2471531.5146776997,2471531.5149777033,17627,65,65,0,1
450,2590062.9793635113,2590062.9796635103,17627,65,65,0,1
451,2635167.764666236,2635167.7649662355,17627,65,65,0,1
452,2601587.999686016,2601587.999986015,17627,65,65,0,1
453,2472888.3185877563,2472888.3188877567,17627,65,65,0,1
454,2438306.498297813,2438306.498597812,17627,65,65,0,1
455,2210880.5335987797,2210880.53389878,17627,65,65,0,1
456,1864751.1069372748,1864751.1072372748,17627,65,65,0,1
457,1589702.2823357051,1589702.282635705,17627,65,65,0,1
458,1475353.8453364025,1475353.8456364025,17627,65,65,0,1
459,1428529.5797682519,1428529.5800682518,17627,65,65,0,1
460,1461538.3749719323,1461538.3752719322,17627,65,65,0,1
461,1508080.430706062,1508080.4310060614,17627,65,65,0,1
462,1659706.7741018187,1659706.7744018193,17627,65,65,0,1
463,2001465.6815410135,2001465.6818410135,17627,65,65,0,1
464,2280281.591004692,2280281.5913046957,17627,65,65,0,1
465,2361354.401675314,2361354.4019753183,17627,65,65,0,1
466,2208693.2782971496,2208693.2785971505,17627,65,65,0,1
467,2133951.512578672,2133951.512878672,17627,65,65,0,1
468,2114018.7993924813,2114216.4186717486,17627,65,67,2,2
469,2129945.7295856625,2130115.5030018426,17627,65,67,2,2
470,2186195.5002972228,2186195.5005972227,17627,65,65,0,1
471,2338642.162222734,2338642.1625227346,17627,65,65,0,1
472,2524511.3698481196,2524511.370148131,17627,65,65,0,1
473,2707297.3488487517,2707297.3491487503,17627,65,65,0,1
474,2806741.185858579,2806741.1861585784,17627,65,65,0,1
475,2780528.534891394,2780528.535191394,17627,65,65,0,1
476,2644062.761928442,2644062.762228441,17627,65,65,0,1
477,2440545.36597086,2440545.366270864,17627,65,65,0,1
478,2336533.17153548,2336533.1718354803,17627,65,65,0,1
479,2214597.1637542946,2214597.1640542946,17627,65,65,0,1
480,2073894.6546592806,2073894.6549592805,17627,65,65,0,1
481,1906882.9102405398,1906882.91054054,17627,65,65,0,1
482,1826213.1378020705,1826213.1381020704,17627,65,65,0,1
483,1779461.5359052743,1779461.5362052748,17627,65,65,0,1
484,1721654.4963788805,1721654.4966788804,17627,65,65,0,1
485,1672519.1800919324,1672519.1803919324,17627,65,65,0,1
486,1585405.339508635,1585405.339808635,17627,65,65,0,1
487,1527948.2434873548,1527948.2437873548,17627,65,65,0,1
488,1607529.3529169357,1607529.3532169354,17627,65,65,0,1
489,1688396.2205233043,1688396.2208233033,17627,65,65,0,1
490,1734756.4235033698,1734818.8163137278,17627,65,67,2,2
491,1723532.5113381562,1723643.202206951,17627,65,67,2,2
492,1635518.7316523702,1635859.2226234728,17627,65,68,3,3
493,1545565.7218120322,1553902.4315939625,17627,65,68,3,2
494,1535407.480326048,1536293.358747002,17627,65,68,3,2
495,1532310.2877623262,1532310.2880494744,17627,65,65,0,1
496,1609453.7155282635,1609453.7158282632,17627,65,65,0,1
497,1689917.6153903778,1689917.615690378,17627,65,65,0,1
498,1836789.554644886,1836789.5549448864,17627,65,65,0,1
499,1902422.2430162118,1902422.2433162117,17627,65,65,0,1
500,1763816.7011392026,1763816.7014392018,17627,65,65,0,1
501,1606505.788934282,1606505.789234282,17627,65,65,0,1
502,1596469.8810316937,1596469.8813316934,17627,65,65,0,1
503,1571673.5200353363,1571673.5203353362,17627,65,65,0,1
504,1424036.821912563,1424036.822212563,17627,65,65,0,1
505,1241217.8788509078,1241217.8790924398,17627,65,65,0,1
506,1170392.2301444535,1170392.2304444616,17627,65,65,0,1
507,1147362.3346989008,1147362.3349988991,17627,65,65,0,1
508,1161784.1814584127,1161784.181758409,17627,65,65,0,1
509,1190742.1311738994,1190742.1314738947,17627,65,65,0,1
510,1158868.7945898059,1158868.794889805,17627,65,65,0,1
511,1094418.3026784598,1094418.3029784572,17627,65,65,0,1
512,1111276.1208083292,1111276.121108322,17627,65,65,0,1
513,1180257.247967319,1180257.2482673214,17627,65,65,0,1
514,1313971.7197283206,1313971.7199731697,17627,65,65,0,1
515,1409934.8432907872,1409934.8435620454,17627,65,65,0,1
516,1524691.3768653413,1524691.3771653413,17627,65,65,0,1
517,1586527.5828844875,1586527.5831844872,17627,65,65,0,1
518,1577466.1804239939,1577466.1807239936,17627,65,65,0,1
519,1525254.0545269,1525254.0548268997,17627,65,65,0,1
520,1511209.1347066157,1511209.1350066157,17627,65,65,0,1
521,1501235.5300384075,1501235.5303384075,17627,65,65,0,1
522,1631797.971067537,1631797.971367537,17627,65,65,0,1
523,1730471.9726136154,1730471.972913615,17627,65,65,0,1
524,1691529.393678728,1691529.3939787277,17627,65,65,0,1
525,1662281.5433701014,1662281.5436701013,17627,65,65,0,1
526,1674760.7185350442,1674760.7188350437,17627,65,65,0,1
527,1711976.7664430859,1711976.7667430856,17627,65,65,0,1
528,1560827.6508920868,1560827.6511920867,17627,65,65,0,1
529,1374977.3844850915,1374977.3847841804,17627,65,65,0,1
530,1303185.573618194,1303185.5738738452,17627,65,65,0,1
531,1304379.2367233138,1304379.2369843207,17627,65,65,0,1
532,1310687.2684668126,1310687.268742753,17627,65,65,0,1
533,1351755.9260652843,1351755.9263652842,17627,65,65,0,1
534,1493178.8603308839,1493178.8606308838,17627,65,65,0,1
535,1951686.5849400014,1951686.585240001,17627,65,65,0,1
536,2280124.8982918663,2280124.8985918644,17627,65,65,0,1
537,2330706.5118508725,2330706.512150873,17627,65,65,0,1
538,2226279.4477841496,2226279.448084156,17627,65,65,0,1
539,2257141.872913362,2257141.8732133657,17627,65,65,0,1
540,2273010.675941714,2273010.676241714,17627,65,65,0,1
541,2244734.9178747013,2244734.9181747013,17627,65,65,0,1
542,2235946.5075123133,2235946.5078123133,17627,65,65,0,1
543,2248061.590135561,2248061.5904355617,17627,65,65,0,1
544,2344617.55443818,2344617.554738181,17627,65,65,0,1
545,2391468.153422514,2391468.1537225144,17627,65,65,0,1
546,2516976.0029307185,2516976.003230717,17627,65,65,0,1
547,2551972.7150407047,2551972.715340705,17627,65,65,0,1
548,2408018.4626515945,2408018.462951594,17627,65,65,0,1
549,2225897.830822028,2225897.8311220286,17627,65,65,0,1
550,2088952.6636486684,2088952.6639486682,17627,65,65,0,1
551,1903634.5800819579,1903634.5803819578,17627,65,65,0,1
552,1583252.3346299836,1583252.3349299836,17627,65,65,0,1
553,1385408.9287512791,1385408.929008101,17627,65,65,0,1
554,1266919.4278706159,1266919.4281155774,17627,65,65,0,1
555,1201881.7932621185,1201881.7935621152,17627,65,65,0,1
556,1216746.1680269,1216746.1683268924,17627,65,65,0,1
557,1278157.7711375651,1278157.7714375672,17627,65,65,0,1
558,1456412.518720089,1456412.5189567707,17627,65,65,0,1
559,1879826.557008497,1879967.9146834542,17627,65,69,2,2
560,2177115.1173080597,2177170.3887153687,17627,65,69,2,2
561,2209822.7718660105,2209921.5303847995,17627,65,69,2,2
562,2057579.1162569218,2057668.1022113157,17627,65,69,2,2
563,2007675.3976676438,2007770.0619404847,17627,65,69,2,2
564,1982710.6864351502,1982884.5278694758,17627,65,69,2,2
565,2019411.204539027,2019567.6963614265,17627,65,69,2,2
566,2119907.138999281,2120125.9909236734,17627,65,67,2,2
567,2185927.2882027174,2186148.9701234945,17627,65,67,2,2
568,2309306.1745275003,2309306.1748275007,17627,65,65,0,1
569,2330003.292931132,2330003.293231132,17627,65,65,0,1
570,2456318.5630192454,2456318.5633192468,17627,65,65,0,1
571,2559078.8857953884,2559078.8860953934,17627,65,65,0,1
572,2515876.0487520434,2515876.0490520443,17627,65,65,0,1
573,2434112.158118105,2434112.1584181054,17627,65,65,0,1
574,2360676.985617621,2360676.985917621,17627,65,65,0,1
575,2146301.9292297224,2146301.9295297214,17627,65,65,0,1
576,1863127.307640425,1863127.467211155,17627,65,67,2,2
577,1683246.332208394,1683246.3325083938,17627,65,65,0,1
578,1650324.804134822,1650324.804434822,17627,65,65,0,1
579,1617397.8935695128,1617397.8938695127,17627,65,65,0,1
580,1637938.9771370413,1637938.9774370412,17627,65,65,0,1
581,1733391.8705339287,1733391.8708339285,17627,65,65,0,1
582,1878571.0821001804,1878571.08240018,17627,65,65,0,1
583,2318606.0296042426,2318606.0299042426,17627,65,65,0,1
584,2585505.9769786764,2585505.9772786754,17627,65,65,0,1
