t,d2_objective,d1_mc_objective,n_total_candidates,n_initial_active,n_final_active,n_binding_final,n_screening_iterations
3596,1972281.5879233698,1972281.5882233696,17627,65,65,0,1
3597,1906976.494394643,1906976.4946946432,17627,65,65,0,1
3598,1795108.7481075604,1795108.7484075604,17627,65,65,0,1
3599,1589829.8548347596,1589829.8551181317,17627,65,65,0,1
3600,1483150.7654913417,1483150.7657027778,17627,65,65,0,1
3601,1389315.0235414787,1389315.0237974592,17627,65,65,0,1
3602,1320183.2103225612,1320183.2106225616,17627,65,65,0,1
3603,1301473.9176484593,1301473.917948463,17627,65,65,0,1
3604,1358106.3211640716,1358106.3214640715,17627,65,65,0,1
3605,1467568.9234305848,1467568.9236719345,17627,65,65,0,1
3606,1780656.2021296162,1780656.2024296161,17627,65,65,0,1
3607,1890593.8961059684,1890726.604136649,17627,65,67,2,2
3608,1771933.6650498512,1772049.4450758463,17627,65,67,2,2
3609,1544713.1372668548,1544962.2856877053,17627,65,69,2,2
3610,1362272.9109998138,1362893.2608579425,17627,65,69,2,2
3611,1279207.7521920265,1279207.752492026,17627,65,65,0,1
3612,1225497.5880849115,1225497.5883849112,17627,65,65,0,1
3613,1230522.0883646784,1230522.0886646784,17627,65,65,0,1
3614,1266073.7488887436,1266073.7491887435,17627,65,65,0,1
3615,1279484.2850292616,1279484.2853292613,17627,65,65,0,1
3616,1327126.5121135693,1327126.5124135693,17627,65,65,0,1
3617,1476932.7541350971,1476969.491717177,17627,65,69,2,2
3618,1638468.5390906164,1638493.7711415582,17627,65,67,2,2
3619,1728357.0858062562,1728374.3098265133,17627,65,67,2,2
3620,1706382.445821608,1706418.1634756133,17627,65,67,2,2
3621,1646116.2805229565,1646169.221259289,17627,65,67,2,2
3622,1565979.3103575953,1566041.2397699268,17627,65,67,2,2
3623,1350954.577364207,1350954.5776642077,17627,65,65,0,1
3624,1274981.361368711,1274981.3616687113,17627,65,65,0,1
3625,1252015.0778402002,1252015.0781402006,17627,65,65,0,1
3626,1213994.581001805,1213994.581301805,17627,65,65,0,1
3627,1219610.3691816013,1219610.3694816008,17627,65,65,0,1
3628,1274050.454103446,1274050.4544034414,17627,65,65,0,1
3629,1435053.4861291456,1435053.4863879734,17627,65,65,0,1
3630,1813806.3125994527,1813806.3128994524,17627,65,65,0,1
3631,1942134.0135731543,1942223.275582737,17627,65,69,2,2
3632,1898253.3026404371,1898598.3472218916,17627,65,69,2,2
3633,1758473.17375781,1758823.8116607356,17627,65,67,2,2
3634,1711768.8553147374,1718956.2401132851,17627,65,70,3,2
3635,1710038.667202659,1723747.2750080922,17627,65,70,3,2
3636,1644191.721486329,1665632.5136617147,17627,65,68,3,2
3637,1585427.7319303208,1607972.9643961578,17627,65,68,3,2
3638,1599843.770346745,1621648.2248284651,17627,65,68,3,2
3639,1667463.2433726257,1683273.7518622077,17627,65,68,3,2
3640,1666667.9071557648,1676989.2986109427,17627,65,68,3,2
3641,1733197.5660452168,1733228.9968035768,17627,65,67,2,2
3642,1860803.5528617506,1860827.877924538,17627,65,67,2,2
3643,1914344.772705466,1914344.773005465,17627,65,65,0,1
3644,1821531.3251686865,1821531.3254686866,17627,65,65,0,1
3645,1729104.880772627,1729104.881072627,17627,65,65,0,1
3646,1500305.619447349,1500305.6196492643,17627,65,65,0,1
3647,1253605.305218135,1253605.305518135,17627,65,65,0,1
3648,1093790.0151360831,1093790.015436083,17627,65,65,0,1
3649,1007539.1478393838,1007539.1481393836,17627,65,65,0,1
3650,969154.7978471386,969154.7981471386,17627,65,65,0,1
3651,974437.1412423337,974437.1415423342,17627,65,65,0,1
3652,1004581.8697985513,1004581.8700985517,17627,65,65,0,1
3653,1069097.4200903946,1069097.4203903947,17627,65,65,0,1
3654,1345569.8890974699,1345569.88939747,17627,65,65,0,1
3655,1406941.2397740157,1406941.2400740152,17627,65,65,0,1
3656,1349995.587691085,1349995.587991085,17627,65,65,0,1
3657,1242108.5060247323,1242351.0464849751,17627,65,67,2,2
3658,1207141.3515351072,1221780.3872919194,17627,65,69,2,2
3659,1214916.2551635357,1244321.4952405973,17627,65,69,1,2
3660,1155002.7369460117,1210608.4480644043,17627,65,69,1,2
3661,1118573.7901520145,1179624.0402071876,17627,65,71,1,2
3662,1123184.9694330113,1168313.1028385186,17627,65,69,1,2
3663,1178254.2592024356,1196515.6159354544,17627,65,69,2,2
3664,1223250.6744910828,1227319.016872805,17627,65,68,2,2
3665,1351936.2796728825,1351936.2799728825,17627,65,65,0,1
3666,1456098.0550826713,1456331.8090313943,17627,65,67,2,2
3667,1465501.1368301767,1466066.778900916,17627,65,69,2,2
3668,1386956.192213271,1387100.0888219122,17627,65,67,2,2
3669,1319258.3312292832,1319258.3315292832,17627,65,65,0,1
3670,1327402.0446987734,1327402.0449987734,17627,65,65,0,1
3671,1188436.2660922632,1188436.2663922631,17627,65,65,0,1
3672,1120091.6831484367,1120091.6834484367,17627,65,65,0,1
3673,1031250.2872875854,1031250.2875875856,17627,65,65,0,1
3674,999981.7205970939,999981.7208970941,17627,65,65,0,1
3675,1003667.7736044151,1003667.7739044152,17627,65,65,0,1
3676,1049897.0974057908,1049897.0977057908,17627,65,65,0,1
3677,1053868.1952875247,1053868.1955875247,17627,65,65,0,1
3678,1114150.9200054745,1114150.9203054742,17627,65,65,0,1
3679,1103325.0270313695,1103325.0273313695,17627,65,65,0,1
3680,1020487.9665770045,1020487.9668770048,17627,65,65,0,1
3681,964006.0201839635,964233.6850595999,17627,65,67,2,2
3682,936237.6876777112,939057.3730889084,17627,65,68,2,2
3683,867335.1807982811,868253.0453467248,17627,65,68,2,2
3684,786263.4127508248,789166.4089647384,17627,65,68,2,2
3685,708013.7640976799,711117.6975865442,17627,65,67,2,2
3686,678443.8938500967,678443.8941500965,17627,65,65,0,1
3687,750455.363079757,750455.3633757393,17627,65,65,0,1
3688,879914.2196757171,879914.2199741405,17627,65,65,0,1
3689,1109869.2755222907,1109869.2758222902,17627,65,65,0,1
3690,1391844.0177552998,1391844.0180553016,17627,65,65,0,1
3691,1639891.2167582847,1639891.2170582844,17627,65,65,0,1
3692,1616140.7308270645,1616140.7311270644,17627,65,65,0,1
3693,1564797.925444404,1564797.9257444039,17627,65,65,0,1
3694,1584927.9658428342,1584927.9661428342,17627,65,65,0,1
3695,1466392.3355102204,1466392.3357971308,17627,65,65,0,1
3696,1354061.9362113557,1354061.9364253369,17627,65,65,0,1
3697,1245190.8611117734,1245190.8613667577,17627,65,65,0,1
3698,1179596.4977756878,1179596.4980677913,17627,65,65,0,1
3699,1139181.7089157104,1139181.7091938981,17627,65,65,0,1
3700,1135943.3618673445,1135943.3621494297,17627,65,65,0,1
3701,1113215.8268420477,1113215.827122367,17627,65,65,0,1
3702,1069143.652765855,1069143.6530281722,17627,65,65,0,1
3703,999026.8082580697,999026.808545371,17627,65,65,0,1
3704,948058.8638678945,957487.3857937268,17627,65,66,1,2
3705,967426.2525431634,983633.9431455221,17627,65,69,1,2
3706,1026188.6384862047,1042468.671930233,17627,65,69,1,2
3707,1030573.112767844,1040166.8200761206,17627,65,69,1,2
3708,1001951.317290698,1004138.9068751006,17627,65,68,1,2
3709,944963.4955491421,945143.2896906956,17627,65,68,1,2
3710,900513.5366631162,900574.9288547321,17627,65,66,1,2
3711,941802.7794701759,943341.1878583464,17627,65,66,1,2
3712,1014019.1744485562,1030487.7801186237,17627,65,69,1,2
3713,1267296.208328574,1272039.39940582,17627,65,68,3,2
3714,1549573.5961320647,1549573.5964078037,17627,65,65,0,1
3715,1638071.5803768006,1638071.5806768,17627,65,65,0,1
3716,1545234.426186379,1545234.426486379,17627,65,65,0,1
3717,1492157.5887849997,1492157.589048333,17627,65,65,0,1
3718,1467552.0820138631,1467552.082236541,17627,65,65,0,1
3719,1334400.5763363207,1334400.576634251,17627,65,65,0,1
3720,1264563.2638455299,1264563.2641455284,17627,65,65,0,1
3721,1165055.1167975983,1165055.1170975985,17627,65,65,0,1
3722,1106506.5549328579,1106506.5552328578,17627,65,65,0,1
3723,1106631.8065776164,1106631.8068776156,17627,65,65,0,1
3724,1190331.4583789164,1190331.4586789152,17627,65,65,0,1
3725,1347372.3770351422,1347372.3773309374,17627,65,65,0,1
3726,1765203.4606071636,1765203.4609071633,17627,65,65,0,1
3727,1909571.56386603,1909836.5019878217,17627,65,67,2,2
3728,1848786.6983721906,1849280.7281383225,17627,65,69,2,2
3729,1644983.30098355,1663678.3137229406,17627,65,70,3,2
3730,1550085.2135949829,1574796.1621142095,17627,65,72,3,2
3731,1518280.4540931052,1553686.4619450117,17627,65,76,3,2
3732,1418319.9555072417,1476229.988756152,17627,65,82,3,2
3733,1378911.7832317473,1426884.0831069062,17627,65,84,3,2
3734,1379690.4153043919,1423580.2251920179,17627,65,73,3,2
3735,1455855.5617739742,1477141.1011175918,17627,65,70,3,2
3736,1610422.4031095393,1610650.9222402086,17627,65,67,2,2
3737,1755277.2240979378,1755379.0552669805,17627,65,67,2,2
3738,1890777.0969342156,1890788.0200557744,17627,65,67,2,2
3739,1918007.2869314067,1918007.2872314057,17627,65,65,0,1
3740,1819353.6224997984,1819353.6227997984,17627,65,65,0,1
3741,1685118.7187626152,1685118.7190626152,17627,65,65,0,1
3742,1525681.2328278613,1525681.233032341,17627,65,65,0,1
3743,1371616.9451385206,1371616.9454385159,17627,65,65,0,1
3744,1250335.8749324584,1250335.8752324537,17627,65,65,0,1
3745,1225340.4128246494,1225340.4131246503,17627,65,65,0,1
3746,1216301.4252483244,1216301.425548314,17627,65,65,0,1
3747,1236188.9579916704,1236188.9582916694,17627,65,65,0,1
3748,1313588.7777758373,1313588.7780758324,17627,65,65,0,1
3749,1461478.7691556565,1461478.7693573246,17627,65,65,0,1
3750,1786995.2834525981,1786995.2837525979,17627,65,65,0,1
3751,1811799.4597346932,1811953.5455120266,17627,65,67,2,2
3752,1683749.11812292,1684031.5823535707,17627,65,67,2,2
3753,1468135.6781886797,1474312.116778779,17627,65,70,3,3
3754,1382304.383840396,1401189.9175191422,17627,65,70,3,2
3755,1319485.1112185877,1330656.5884102127,17627,65,71,1,2
3756,1209841.1426553414,1209841.142955341,17627,65,65,0,1
3757,1179598.9623163345,1179609.3698776213,17627,65,67,1,2
3758,1178362.7409263882,1178362.741226388,17627,65,65,0,1
3759,1241454.5289568834,1241454.529256883,17627,65,65,0,1
3760,1326260.2824973362,1335943.5723316036,17627,65,66,1,2
3761,1531836.763246399,1533984.4365975917,17627,65,68,3,3
3762,1767100.054102395,1767100.054402395,17627,65,65,0,1
3763,1977702.0859192754,1977702.0862192756,17627,65,65,0,1
3764,1978988.3194673914,1978988.3197673925,17627,65,65,0,1
3765,1902110.3436715174,1902110.3439715179,17627,65,65,0,1
3766,1772365.6880190647,1772365.6883190647,17627,65,65,0,1
3767,1536171.6214152947,1536171.6216981788,17627,65,65,0,1
3768,1394336.5203085204,1394336.520527586,17627,65,65,0,1
3769,1293313.00442995,1293313.0047226562,17627,65,65,0,1
3770,1277217.2222853878,1277217.2225853838,17627,65,65,0,1
3771,1292438.5273249366,1292438.5276191202,17627,65,65,0,1
3772,1384147.4716820738,1384147.471908564,17627,65,65,0,1
3773,1517158.8431384303,1517158.8434100817,17627,65,65,0,1
3774,1827372.2529937644,1827372.2532937652,17627,65,65,0,1
3775,1886354.6511616202,1886547.2448943064,17627,65,67,2,2
3776,1817301.5931006419,1818026.3436205636,17627,65,68,3,3
3777,1670360.8112942048,1690140.5112794521,17627,65,68,3,2
3778,1694117.6155822657,1721387.6633847542,17627,65,71,3,2
3779,1683599.119655252,1717198.7217137031,17627,65,71,3,2
3780,1618965.9131477787,1649884.4053986287,17627,65,75,3,2
3781,1531219.4482449847,1563120.02878762,17627,65,74,3,2
3782,1483526.258815953,1513056.573252876,17627,65,71,3,2
3783,1492619.0014246963,1516344.9121559404,17627,65,70,3,2
3784,1489364.2477024454,1504725.4093873175,17627,65,68,3,2
3785,1610452.08192382,1616073.7448799172,17627,65,68,3,2
3786,1794061.8621791364,1794061.8624791363,17627,65,65,0,1
3787,1950109.5600824957,1950109.5603824956,17627,65,65,0,1
3788,1901916.436713846,1901916.437013846,17627,65,65,0,1
3789,1798999.4241046167,1798999.4244046165,17627,65,65,0,1
3790,1747981.9613324276,1747981.9616324275,17627,65,65,0,1
3791,1559041.8889318851,1559041.8891567804,17627,65,65,0,1
3792,1402096.629351022,1402096.6296310828,17627,65,65,0,1
3793,1281956.0219501797,1281956.0222501715,17627,65,65,0,1
3794,1222495.024008118,1222495.0243081055,17627,65,65,0,1
3795,1221564.6864552803,1221564.686755277,17627,65,65,0,1
3796,1235631.5853089967,1235631.5856089843,17627,65,65,0,1
3797,1175164.209350029,1175164.2096500266,17627,65,65,0,1
3798,1079139.0254390393,1079139.0257390386,17627,65,65,0,1
3799,984049.4033551839,986609.9760110214,17627,65,66,1,2
3800,923562.8369158454,923562.8372158451,17627,65,65,0,1
3801,865828.7660771273,865828.7663771266,17627,65,65,0,1
3802,818892.8469064268,818922.4224582141,17627,65,66,1,2
3803,787485.3921854335,797612.7708431128,17627,65,66,1,2
3804,778740.0073110042,801653.6343972641,17627,65,67,1,2
3805,722119.3649701881,747838.1098847522,17627,65,72,3,3
3806,716560.033489763,733314.2804448972,17627,65,66,1,2
3807,756839.4849236116,764180.8723235582,17627,65,66,1,2
3808,851288.1523317546,851288.152631754,17627,65,65,0,1
3809,999830.3861022904,999830.3864022903,17627,65,65,0,1
3810,1145904.4925726494,1145904.4928726489,17627,65,65,0,1
3811,1250251.1684173383,1250251.1687173385,17627,65,65,0,1
3812,1220605.05397391,1220605.0542739104,17627,65,65,0,1
3813,1170304.4174033995,1170304.417703399,17627,65,65,0,1
3814,1209923.6350979332,1209923.6353979334,17627,65,65,0,1
3815,1123908.0561244457,1123908.056424446,17627,65,65,0,1
3816,1041558.7494781659,1041558.7497781654,17627,65,65,0,1
3817,984020.4804933356,984020.4807933352,17627,65,65,0,1
3818,992676.1007890484,992676.101089048,17627,65,65,0,1
3819,997185.5988679036,997185.5991679034,17627,65,65,0,1
3820,1042469.6236200768,1042469.6239200765,17627,65,65,0,1
3821,1140105.2173283082,1140105.217628308,17627,65,65,0,1
3822,1333658.725463921,1333658.7257639132,17627,65,65,0,1
3823,1328102.955516365,1328102.9558163804,17627,65,65,0,1
3824,1206163.2764307195,1214854.659459773,17627,65,66,1,2
3825,1053736.4264222616,1060608.320403026,17627,65,66,1,2
3826,995765.4330421751,995765.433342175,17627,65,65,0,1
3827,1031434.0726572732,1031434.072957273,17627,65,65,0,1
3828,997950.312942653,997950.3132426522,17627,65,65,0,1
3829,993478.5034176523,993515.630736518,17627,65,66,1,2
3830,991326.3062509228,991329.3203319752,17627,65,66,1,2
3831,980727.0090560068,980727.0093560059,17627,65,65,0,1
3832,1065893.9802755406,1067323.7855685302,17627,65,66,1,2
3833,1212108.9091300527,1219625.2225977322,17627,65,66,1,2
3834,1380149.8251953777,1380149.8254953804,17627,65,65,0,1
3835,1559273.8549995588,1559273.8552391953,17627,65,65,0,1
3836,1563706.768413141,1563706.7686741895,17627,65,65,0,1
3837,1492609.660435981,1492609.6606420504,17627,65,65,0,1
3838,1456171.298504326,1456171.298729062,17627,65,65,0,1
3839,1320846.2360063186,1320846.236306322,17627,65,65,0,1
3840,1253068.9501291327,1253068.9504291317,17627,65,65,0,1
3841,1157982.1897120697,1157982.1900120575,17627,65,65,0,1
3842,1101289.2322315609,1101289.232531561,17627,65,65,0,1
3843,1076072.1248045715,1076072.1251045703,17627,65,65,0,1
3844,1100016.203412741,1100016.2037127404,17627,65,65,0,1
3845,1079497.4612324531,1079497.4615324526,17627,65,65,0,1
3846,1118919.2308025132,1118919.2311025122,17627,65,65,0,1
3847,1064094.0883494536,1065704.6622698721,17627,65,66,1,2
3848,990118.9996587982,999924.3264201919,17627,65,66,1,2
3849,892407.3369861922,892407.3372861913,17627,65,65,0,1
3850,823781.3075452576,823970.1351187474,17627,65,68,1,2
3851,802197.2699317341,819639.5189498379,17627,65,69,1,2
3852,766949.2062848718,799548.7260018006,17627,65,76,3,3
3853,728760.625753284,775884.95367203,17627,65,79,3,3
3854,728528.8736885701,758701.0417045524,17627,65,71,3,3
3855,799820.5518062635,799954.6080066962,17627,65,66,1,2
3856,904051.7943582654,904051.7946582646,17627,65,65,0,1
3857,1115864.3165989986,1127149.2070704792,17627,65,67,1,2
3858,1363876.5132409544,1363876.5135409585,17627,65,65,0,1
3859,1491715.3245894364,1491715.324823426,17627,65,65,0,1
3860,1446361.5722391023,1446361.5724463027,17627,65,65,0,1
3861,1395754.0743375742,1395754.0745679047,17627,65,65,0,1
3862,1388032.5586791448,1388032.5589113224,17627,65,65,0,1
3863,1327429.4887035138,1327429.4889746353,17627,65,65,0,1
3864,1212522.4569071678,1212522.4572071568,17627,65,65,0,1
3865,1121914.154816825,1121914.1551168337,17627,65,65,0,1
3866,1078496.8181422525,1078496.8184422504,17627,65,65,0,1
3867,1078750.8027521065,1078750.8030521167,17627,65,65,0,1
3868,1093572.0136200315,1093572.0139200264,17627,65,65,0,1
3869,1079896.9121369382,1079896.9124369372,17627,65,65,0,1
3870,1075343.254657214,1075343.254957207,17627,65,65,0,1
3871,952109.9224383696,952971.0919534347,17627,65,66,1,2
3872,857964.7689535597,869296.3537955568,17627,65,67,1,2
3873,773596.3742244894,773596.374524489,17627,65,65,0,1
3874,762136.7470481923,762172.9439771927,17627,65,66,1,2
3875,807551.0225412312,807681.922645478,17627,65,68,1,2
3876,843331.4985969652,843482.56703031,17627,65,68,1,2
3877,795271.2129494261,795449.3170687959,17627,65,68,1,2
3878,748954.2007696201,749113.9129291063,17627,65,68,1,2
3879,796761.586322256,796761.5866222556,17627,65,65,0,1
3880,915514.3164027387,917270.859351236,17627,65,66,1,2
3881,1163885.811211611,1170890.5816625878,17627,65,68,3,2
3882,1479837.9961613386,1479837.9963803343,17627,65,65,0,1
3883,1663513.9330324861,1663513.9333324856,17627,65,65,0,1
3884,1698164.5582498894,1698164.558549889,17627,65,65,0,1
3885,1685119.4572358578,1685119.4575358578,17627,65,65,0,1
3886,1647925.5104128455,1647925.5107128453,17627,65,65,0,1
3887,1478370.3889685157,1478370.3892685154,17627,65,65,0,1
3888,1311136.6085130905,1311136.6087348363,17627,65,65,0,1
3889,1222943.5104768297,1222943.5107667076,17627,65,65,0,1
3890,1172175.1164728538,1172175.1167728398,17627,65,65,0,1
3891,1164889.1388613088,1164889.1391613032,17627,65,65,0,1
3892,1216006.4640959399,1216006.4643845211,17627,65,65,0,1
3893,1427951.7615414364,1427951.7618193028,17627,65,65,0,1
3894,1882288.326268048,1882288.3265680475,17627,65,65,0,1
3895,2043422.035993859,2043459.9364672243,17627,65,67,2,2
3896,2009528.1117321695,2009733.0054277966,17627,65,67,2,2
3897,1817617.2673472343,1820619.154409069,17627,65,68,3,3
3898,1713386.5076796066,1730720.0368748656,17627,65,68,3,2
3899,1664628.0945542988,1698864.0066122096,17627,65,69,3,2
3900,1657272.058821531,1687276.9986724022,17627,65,69,3,2
3901,1635996.1570335305,1669366.4247536743,17627,65,69,3,2
3902,1636787.5708171302,1656590.1056480063,17627,65,68,3,2
3903,1798633.813237754,1799061.1854824948,17627,65,67,2,2
3904,1822805.6811393732,1823174.3385541015,17627,65,67,2,2
3905,2013576.8299113698,2013739.4453328506,17627,65,67,2,2
3906,2176218.9010642627,2176218.9013642636,17627,65,65,0,1
3907,2225777.8590782676,2225777.8593782675,17627,65,65,0,1
3908,2172673.5934122954,2172673.593712296,17627,65,65,0,1
3909,2039565.4318480948,2039565.4321480948,17627,65,65,0,1
3910,1912177.5579246297,1912177.5582246296,17627,65,65,0,1
3911,1671211.2831648176,1671211.2834648178,17627,65,65,0,1
3912,1521234.3501969348,1521234.3504969347,17627,65,65,0,1
3913,1437225.9386263886,1437225.9389218942,17627,65,65,0,1
3914,1424929.336113953,1424929.336398317,17627,65,65,0,1
3915,1432058.3052143082,1432058.3055020967,17627,65,65,0,1
3916,1511975.5540569474,1511975.5543569473,17627,65,65,0,1
3917,1646451.3858824063,1646451.3861824062,17627,65,65,0,1
3918,1942768.0373368068,1942768.0376368065,17627,65,65,0,1
3919,2086325.797058912,2086325.797358912,17627,65,65,0,1
3920,2027371.7810588635,2027436.4385721684,17627,65,67,2,2
3921,1772458.5391811882,1772930.1086244872,17627,65,67,2,2
3922,1579001.5318362783,1602484.6350496055,17627,65,69,3,2
3923,1514839.5983370554,1544478.9263920686,17627,65,72,3,2
3924,1333384.5174893308,1388770.6892193551,17627,65,95,3,2
3925,1241556.4733526094,1265735.7309222757,17627,65,210,3,3
3926,1229011.239462289,1250444.038632132,17627,65,74,3,2
3927,1259241.5638778536,1281020.4278297215,17627,65,70,3,2
3928,1352409.0243654787,1369357.7083688907,17627,65,70,3,2
3929,1536689.4255895596,1543813.6668791613,17627,65,68,3,2
3930,1773384.165419868,1773624.6647594043,17627,65,69,2,2
3931,1931148.8140558493,1931152.1882759812,17627,65,67,2,2
3932,1889701.8950494593,1889701.8953494593,17627,65,65,0,1
3933,1773850.5723508266,1773850.5726508258,17627,65,65,0,1
3934,1611489.8103229385,1611489.8106229382,17627,65,65,0,1
3935,1388910.2183456111,1388910.218577217,17627,65,65,0,1
3936,1321017.9564243779,1321017.956644928,17627,65,65,0,1
3937,1251286.4209909905,1251286.4212484693,17627,65,65,0,1
3938,1248074.67253462,1248074.672781436,17627,65,65,0,1
3939,1288034.8752753064,1288034.8754850172,17627,65,65,0,1
3940,1393116.694981537,1393116.6952432285,17627,65,65,0,1
3941,1532357.1070145192,1532357.1073145191,17627,65,65,0,1
3942,1856583.8233981053,1856583.8236981055,17627,65,65,0,1
3943,1931561.3514247653,1931667.1400174024,17627,65,67,2,2
3944,1862628.50691232,1863091.867351012,17627,65,69,2,2
3945,1733460.5166229755,1746264.402515758,17627,65,68,3,2
3946,1602718.275956437,1627655.994245332,17627,65,70,3,2
3947,1525736.896218775,1555781.238023609,17627,65,71,3,2
3948,1416006.6066524102,1451559.0810600724,17627,65,76,3,2
3949,1398370.9580420791,1430788.3756576169,17627,65,76,3,2
3950,1406265.7391154154,1433025.0786557936,17627,65,71,3,2
3951,1517559.8737332718,1540743.0376976891,17627,65,68,3,2
3952,1618734.5824031108,1626901.9069056872,17627,65,68,3,2
3953,1772775.889595279,1773079.4969405478,17627,65,67,2,2
3954,1940048.771433227,1940130.7687965399,17627,65,67,2,2
3955,2011914.3405399928,2011914.3408399932,17627,65,65,0,1
3956,1906702.254442148,1906702.2547421476,17627,65,65,0,1
3957,1765471.7295281752,1765471.7298281752,17627,65,65,0,1
3958,1700993.276172992,1700993.276472992,17627,65,65,0,1
3959,1571721.2610624232,1571721.2613624232,17627,65,65,0,1
3960,1430472.4349775505,1430472.4352054663,17627,65,65,0,1
3961,1352922.5162961432,1352922.516521721,17627,65,65,0,1
3962,1328991.2702866674,1328991.2705228967,17627,65,65,0,1
3963,1343120.0302885578,1343120.0305134745,17627,65,65,0,1
3964,1406454.9708477876,1406454.9710648537,17627,65,65,0,1
3965,1510130.0108786789,1510130.0111727235,17627,65,65,0,1
3966,1825804.0349441147,1825804.0352441138,17627,65,65,0,1
3967,1997969.748406066,1997981.8038450181,17627,65,67,2,2
3968,2033157.7862816467,2033236.0860560522,17627,65,67,2,2
3969,1925467.8003761466,1925694.9079210085,17627,65,69,2,2
3970,1839835.9876143876,1840383.5953359539,17627,65,69,2,2
3971,1757031.8116135718,1762710.8170533113,17627,65,68,3,3
3972,1595519.532819222,1613169.5482553132,17627,65,68,3,2
3973,1496913.3111244633,1514848.222059141,17627,65,68,3,2
3974,1436605.934885016,1449617.158155899,17627,65,68,3,2
3975,1393310.7290348555,1405258.427573877,17627,65,68,3,2
3976,1374363.63578061,1383711.3831309788,17627,65,68,3,2
3977,1514647.3474182663,1516756.4952562319,17627,65,68,3,2
3978,1719721.1137351473,1719721.1140250708,17627,65,65,0,1
3979,1896715.450977843,1896715.4512778432,17627,65,65,0,1
3980,1888844.3773182703,1888844.37761827,17627,65,65,0,1
3981,1788074.6173040664,1788074.6176040664,17627,65,65,0,1
3982,1704393.5735944556,1704393.5738944553,17627,65,65,0,1
3983,1465189.6594174807,1465189.6596925661,17627,65,65,0,1
3984,1368089.528099151,1368089.528316289,17627,65,65,0,1
3985,1319055.7216534757,1319055.7218645418,17627,65,65,0,1
3986,1281933.2907224032,1281933.2909585235,17627,65,65,0,1
3987,1276645.8109030195,1276645.811135622,17627,65,65,0,1
3988,1347773.6062887046,1347773.6064984156,17627,65,65,0,1
3989,1457343.8692392297,1457343.8695122164,17627,65,65,0,1
3990,1744497.288450297,1744497.2887502967,17627,65,65,0,1
3991,1868590.2009904562,1868764.4969682368,17627,65,67,2,2
3992,1823747.8203325253,1824175.8432686545,17627,65,68,3,3
3993,1724593.0635702708,1739304.1349003972,17627,65,68,3,2
3994,1744248.873926432,1763621.9462694395,17627,65,68,3,2
3995,1812895.0547017874,1826666.2586878724,17627,65,68,3,2
3996,1803769.5484004663,1812930.1584620792,17627,65,68,3,2
3997,1620183.813877721,1640836.5305184212,17627,65,68,3,2
3998,1419921.7997094425,1445454.6755670398,17627,65,70,3,2
3999,1300325.5106901128,1317116.978731763,17627,65,69,1,2
4000,1333922.1175602623,1346083.662681607,17627,65,68,3,2
4001,1489575.0876302787,1489624.6232409906,17627,65,67,2,2
4002,1683762.1148768272,1683762.1151333852,17627,65,65,0,1
4003,1873412.9140028136,1873412.9143028134,17627,65,65,0,1
4004,1973186.1974527026,1973186.1977527025,17627,65,65,0,1
4005,1922931.0956764864,1922931.0959764866,17627,65,65,0,1
4006,1768584.755458592,1768584.755758592,17627,65,65,0,1
4007,1613335.1164696002,1613335.1167696002,17627,65,65,0,1
4008,1452852.4897486637,1452852.490018522,17627,65,65,0,1
4009,1369671.7641040962,1369671.7643194906,17627,65,65,0,1
4010,1324950.8517618882,1324950.8519745474,17627,65,65,0,1
4011,1291659.2357339242,1291659.235967363,17627,65,65,0,1
4012,1253623.5671429462,1253623.567404105,17627,65,65,0,1
4013,1237624.7832074412,1237624.7835014712,17627,65,65,0,1
4014,1270112.575455173,1270112.57573477,17627,65,65,0,1
4015,1281741.2606801663,1281741.2609801614,17627,65,65,0,1
4016,1287163.1991497176,1291565.072854488,17627,65,68,3,2
4017,1214256.8386272704,1226990.00657336,17627,65,68,3,3
4018,1187960.1142251492,1202230.694454991,17627,65,68,1,2
4019,1121066.471638742,1127430.277474382,17627,65,66,1,2
4020,1016506.4708776458,1016506.4711776453,17627,65,65,0,1
4021,885631.1902310458,885631.1905310453,17627,65,65,0,1
4022,789118.7980662455,789118.7983662451,17627,65,65,0,1
4023,798682.6908632504,798682.6911632498,17627,65,65,0,1
4024,919089.1794844699,919089.1797844699,17627,65,65,0,1
4025,1115089.1573726847,1115089.1576726846,17627,65,65,0,1
4026,1300185.3023331123,1300185.3026331097,17627,65,65,0,1
4027,1377861.5302247207,1377861.5304783306,17627,65,65,0,1
4028,1317101.068492438,1317101.068751011,17627,65,65,0,1
4029,1253435.64747163,1253435.6477668777,17627,65,65,0,1
4030,1173928.5602148962,1173928.5605148938,17627,65,65,0,1
4031,1043913.7866141747,1043913.7869141691,17627,65,65,0,1
4032,888882.537145261,888882.5374452614,17627,65,65,0,1
4033,787867.0760150277,787867.0762770326,17627,65,65,0,1
4034,731399.7682939623,731399.7685287237,17627,65,65,0,1
4035,672912.4480055384,672912.4482143975,17627,65,65,0,1
4036,656359.4373025523,656359.4375028007,17627,65,65,0,1
4037,619839.9654328432,619839.9656464837,17627,65,65,0,1
4038,605419.1738416278,605419.1740449251,17627,65,65,0,1
4039,544330.2198925437,544330.2200958784,17627,65,65,0,1
4040,506782.92287094094,506782.9230494883,17627,65,65,0,1
